#{"t_start": 1575120695.6702447, "env_id": "Taxi-v3"}
r,l,t
4,17,246.947464
1,11,246.994346
5,16,247.047722
-7,19,247.110228
5,16,247.179232
10,11,247.21048
12,9,247.248235
9,12,247.295112
11,10,247.341986
8,13,247.379747
11,10,247.410996
7,14,247.464382
3,18,247.542504
11,10,247.564647
12,9,247.595896
6,15,247.649278
9,12,247.69616
0,12,247.74954
8,13,247.796423
11,10,247.827671
8,13,247.881065
10,11,247.912318
5,16,247.96571
11,10,248.012582
7,14,248.081598
9,12,248.128474
7,14,248.197486
10,11,248.250866
2,19,248.328999
8,13,248.398028
8,13,248.482662
2,19,248.567309
9,12,248.614179
4,17,248.69882
7,14,248.752203
6,15,248.830333
10,11,248.883726
8,13,248.930597
5,16,249.015248
6,15,249.06864
9,12,249.131137
8,13,249.184524
11,10,249.2314
5,16,249.316034
5,16,249.385048
11,10,249.431921
6,15,249.500941
4,17,249.569953
10,11,249.616822
9,12,249.670216
9,12,249.717088
5,16,249.786102
8,13,249.847827
11,10,249.870468
5,16,249.932381
8,13,249.98641
1,20,250.08668
4,17,250.171316
7,14,250.233812
15,6,250.255949
1,11,250.302833
5,16,250.387471
3,18,250.456481
10,11,250.503365
4,17,250.572371
7,14,250.619244
11,10,250.657002
8,13,250.719509
13,8,250.750754
11,10,250.788516
-2,14,250.835386
-4,16,250.888775
8,13,250.935647
8,13,250.989038
7,14,251.035911
8,13,251.089294
2,19,251.151789
10,11,251.189552
10,11,251.236424
9,12,251.274195
7,14,251.321072
12,9,251.358823
7,14,251.405702
6,15,251.459084
5,16,251.521589
7,14,251.574984
12,9,251.606229
5,16,251.659611
8,13,251.706491
5,16,251.775507
6,15,251.82238
10,11,251.860136
5,16,251.92264
2,19,251.99165
5,16,252.038522
11,10,252.091918
-1,13,252.15441
9,12,252.192181
9,12,252.23905
7,14,252.292438
10,11,252.323688
12,9,252.361441
-5,17,252.423943
0,12,252.461702
12,9,252.492959
8,13,252.539829
3,18,252.608847
6,15,252.66223
9,12,252.724734
8,13,252.778133
7,14,252.825004
5,16,252.894017
7,14,252.94089
10,11,252.978651
-7,19,253.041147
11,10,253.078911
1,11,253.110159
-3,15,253.16354
3,18,253.241671
6,15,253.295058
8,13,253.326307
14,7,253.364065
9,12,253.395322
8,13,253.442191
12,9,253.479953
-3,15,253.526824
-6,18,253.595841
3,18,253.664852
8,13,253.711732
10,11,253.758605
6,15,253.811991
10,11,253.843239
9,12,253.896629
12,9,253.927872
11,10,253.965631
6,15,254.028134
14,7,254.065891
2,19,254.128395
-1,13,254.166153
7,14,254.228656
-3,15,254.282042
8,13,254.328915
7,14,254.366677
7,14,254.429183
8,13,254.466938
7,14,254.51382
12,9,254.545072
7,14,254.598464
5,16,254.645334
9,12,254.698726
8,13,254.745594
8,13,254.783357
4,17,254.861477
5,16,254.91487
5,16,254.968253
5,16,255.030756
8,13,255.068515
10,11,255.115406
9,12,255.16227
3,18,255.215661
0,21,255.300295
-1,13,255.34717
7,14,255.384932
9,12,255.431803
12,9,255.469559
8,13,255.516438
9,12,255.547685
13,8,255.585446
4,17,255.647942
4,17,255.701331
14,7,255.732581
11,10,255.770334
8,13,255.817215
9,12,255.864083
-4,16,255.917474
4,17,255.970854
8,13,256.017734
6,15,256.071113
3,18,256.149238
-3,15,256.218253
-3,15,256.271635
10,11,256.318515
3,18,256.371899
-5,17,256.434402
9,12,256.472155
6,15,256.534659
5,16,256.603674
8,13,256.650547
7,14,256.703939
7,14,256.75081
7,14,256.788575
7,14,256.85107
3,18,256.920088
7,14,256.966959
11,10,257.004731
3,18,257.067226
10,11,257.104992
-6,18,257.173997
1,20,257.236501
6,15,257.289888
7,14,257.336762
8,13,257.39015
11,10,257.421396
3,18,257.490415
7,14,257.537285
10,11,257.575043
4,17,257.637546
-3,15,257.690935
6,15,257.760615
3,18,257.822502
5,16,257.891518
9,12,257.922765
9,12,257.976148
9,12,258.007406
9,12,258.054278
4,17,258.123298
3,18,258.176675
4,17,258.239178
14,7,258.276935
8,13,258.308196
9,12,258.355067
5,16,258.408454
7,14,258.470949
10,11,258.508713
4,17,258.571214
10,11,258.608985
0,12,258.640232
12,9,258.677989
7,14,258.740491
9,12,258.778249
11,10,258.809505
6,15,258.872001
6,15,258.925387
-1,13,258.978771
4,17,259.025653
6,15,259.079035
8,13,259.125923
8,13,259.179304
6,15,259.24181
8,13,259.279569
7,14,259.342071
7,14,259.39546
9,12,259.457956
6,15,259.511345
6,15,259.558219
7,14,259.611609
9,12,259.642854
7,14,259.696247
7,14,259.74312
-3,15,259.812135
5,16,259.859004
7,14,259.912394
6,15,259.959265
5,16,260.028274
9,12,260.059525
8,13,260.112914
5,16,260.17541
6,15,260.228807
9,12,260.260056
5,16,260.329076
5,16,260.382452
14,7,260.413712
6,15,260.460581
12,9,260.498343
0,12,260.529589
2,19,260.598608
-2,14,260.645478
3,18,260.714491
6,15,260.761363
7,14,260.814748
7,14,260.877244
3,18,260.930635
11,10,260.961884
3,18,261.030893
-6,18,261.084278
13,8,261.115533
10,11,261.162405
13,8,261.18454
6,15,261.23142
3,18,261.30043
7,14,261.347299
7,14,261.400688
10,11,261.431935
3,18,261.500944
8,13,261.547818
11,10,261.585576
9,12,261.616831
1,20,261.685839
4,17,261.751129
10,11,261.785891
9,12,261.832772
7,14,261.886152
4,17,261.93303
6,15,261.986409
9,12,262.033292
10,11,262.080162
1,20,262.149174
11,10,262.180419
5,16,262.233812
6,15,262.287201
5,16,262.349711
5,16,262.403107
7,14,262.449978
9,12,262.487738
5,16,262.55024
8,13,262.603633
10,11,262.634879
11,10,262.666125
8,13,262.73514
3,18,262.788521
3,18,262.851023
8,13,262.904414
3,18,262.96691
5,16,263.020306
10,11,263.067171
5,16,263.120565
8,13,263.167439
6,15,263.220827
6,15,263.267699
10,11,263.305464
8,13,263.352335
6,15,263.405726
5,16,263.468222
11,10,263.505984
-2,23,263.590621
5,16,263.637506
4,17,263.706521
13,8,263.737772
5,16,263.806787
5,16,263.869282
4,17,263.938294
12,9,263.985165
10,11,264.038553
-2,14,264.107568
9,12,264.170064
2,19,264.270328
4,17,264.370588
11,10,264.408355
10,11,264.470851
8,13,264.539864
12,9,264.593247
7,14,264.671377
6,15,264.756023
8,13,264.809408
5,16,264.909669
4,17,264.994295
11,10,265.041175
5,16,265.125815
4,17,265.210454
9,12,265.288575
-15,18,265.373212
7,14,265.457851
9,12,265.511241
6,15,265.595885
7,14,265.674017
3,18,265.758655
10,11,265.812046
6,15,265.874538
9,12,265.927928
8,13,265.996931
8,13,266.042945
5,16,266.096832
3,18,266.197009
7,14,266.259516
14,7,266.297278
14,7,266.312913
5,16,266.391035
5,16,266.460056
10,11,266.513442
8,13,266.591565
7,14,266.644957
7,14,266.698335
1,11,266.745221
9,12,266.798603
5,16,266.861109
7,14,266.898863
3,18,266.961366
14,7,266.999124
6,15,267.046004
10,11,267.092879
8,13,267.130641
2,19,267.199642
8,13,267.246521
7,14,267.299902
7,14,267.34678
8,13,267.400163
5,16,267.447048
4,17,267.516059
6,15,267.562932
9,12,267.600689
13,8,267.631948
5,16,267.700948
9,12,267.749395
10,11,267.782792
3,18,267.847807
7,14,267.901187
7,14,267.948068
7,14,268.001453
9,12,268.048333
5,16,268.101715
7,14,268.148594
5,16,268.20197
7,14,268.264475
-5,17,268.317863
7,14,268.364734
12,9,268.40249
5,16,268.464993
4,17,268.534003
4,17,268.603009
7,14,268.649888
6,15,268.703266
7,14,268.765769
11,10,268.797016
4,17,268.850407
8,13,268.903785
11,10,268.935039
5,16,268.997534
4,17,269.066545
5,16,269.119939
6,15,269.166814
6,15,269.220208
10,11,269.267078
7,14,269.30484
1,20,269.382972
-1,13,269.436356
7,14,269.483226
7,14,269.536623
4,17,269.583495
4,17,269.652504
12,9,269.683753
5,16,269.737146
5,16,269.806151
7,14,269.853031
0,12,269.899902
9,12,269.93767
13,8,269.968915
11,10,270.006675
3,18,270.069178
12,9,270.100426
-3,15,270.153811
7,14,270.207194
9,12,270.238452
11,10,270.285323
7,14,270.323086
11,10,270.369958
8,13,270.407712
8,13,270.454598
8,13,270.507977
-1,13,270.554856
5,16,270.608236
12,9,270.639494
11,10,270.67074
9,12,270.708501
6,15,270.771008
10,11,270.808763
10,11,270.855647
11,10,270.886893
8,13,270.940284
4,17,271.002784
8,13,271.040546
3,18,271.109554
9,12,271.156436
12,9,271.187681
3,18,271.24108
9,12,271.287955
-2,14,271.341343
4,17,271.403841
7,14,271.441608
9,12,271.488478
13,8,271.526242
-16,19,271.604363
3,18,271.673377
5,16,271.74239
4,17,271.789263
11,10,271.827033
9,12,271.873901
4,17,271.942914
6,15,271.989788
6,15,272.043176
10,11,272.090048
4,17,272.143441
12,9,272.174689
9,12,272.228085
2,19,272.290581
14,7,272.312714
4,17,272.375218
8,13,272.412972
10,11,272.45985
6,15,272.513233
9,12,272.544491
10,11,272.59136
9,12,272.629128
7,14,272.691623
7,14,272.729387
10,11,272.768045
-5,17,272.829442
7,14,272.891937
7,14,272.929698
10,11,272.976571
2,19,273.04559
15,6,273.061208
13,8,273.092457
7,14,273.145856
9,12,273.192733
-7,19,273.261748
9,12,273.292996
10,11,273.330764
10,11,273.377635
10,11,273.431063
2,19,273.49353
8,13,273.546922
14,7,273.562546
7,14,273.615927
3,18,273.694056
10,11,273.731823
9,12,273.763068
4,17,273.832078
4,17,273.896596
6,15,273.947993
8,13,273.994864
3,18,274.063879
7,14,274.117257
5,16,274.164136
9,12,274.217516
8,13,274.264396
10,11,274.295643
3,18,274.380288
8,13,274.418047
-4,16,274.496175
8,13,274.533948
11,10,274.58082
1,11,274.618577
10,11,274.649836
3,18,274.718839
7,14,274.765719
4,17,274.834732
-1,13,274.881603
6,15,274.934992
7,14,274.981867
4,17,275.035258
8,13,275.082132
7,14,275.135521
11,10,275.16677
9,12,275.213639
10,11,275.251405
11,10,275.28265
8,13,275.336045
8,13,275.382913
6,15,275.436307
-3,15,275.48318
11,10,275.520936
8,13,275.567821
3,18,275.621201
9,12,275.668083
9,12,275.714957
9,12,275.752721
5,16,275.815218
-6,18,275.884239
2,19,275.953254
8,13,275.984501
4,17,276.069145
9,12,276.122531
4,17,276.185038
10,11,276.222802
9,12,276.269681
9,12,276.316552
6,15,276.369941
11,10,276.401186
6,15,276.454578
7,14,276.53923
12,9,276.570477
6,15,276.639508
-8,20,276.739766
10,11,276.786639
5,16,276.871279
7,14,276.940304
8,13,277.002802
6,15,277.071815
4,17,277.15646
2,19,277.241104
10,11,277.303598
8,13,277.356989
7,14,277.425994
-15,18,277.519749
6,15,277.589789
7,14,277.642182
7,14,277.726811
1,20,277.800044
12,9,277.857937
9,12,277.920431
5,16,277.973824
9,12,278.020695
3,18,278.089706
7,14,278.127461
5,16,278.189967
11,10,278.227723
10,11,278.274602
0,12,278.30585
11,10,278.343614
11,10,278.390487
7,14,278.428254
9,12,278.475141
5,16,278.528516
8,13,278.575398
6,15,278.628778
5,16,278.691281
9,12,278.729036
10,11,278.775916
7,14,278.829305
4,17,278.891809
11,10,278.929576
14,7,278.960832
-5,17,279.029838
7,14,279.076722
2,10,279.123591
8,13,279.161355
5,16,279.223851
9,12,279.261625
6,15,279.324119
5,16,279.377503
5,16,279.430883
10,11,279.462137
9,12,279.50901
3,18,279.578025
7,14,279.631404
5,16,279.678283
6,15,279.731661
7,14,279.794164
10,11,279.831918
-4,16,279.878797
9,12,279.932181
7,14,279.979068
6,15,280.048085
6,15,280.132714
4,17,280.210845
11,10,280.27986
10,11,280.333247
11,10,280.395751
2,19,280.511642
7,14,280.606371
-6,18,280.71737
7,14,280.79242
10,11,280.861441
7,14,280.946074
8,13,281.02421
5,16,281.193502
6,15,281.27814
4,17,281.377463
4,17,281.470408
8,13,281.539898
5,16,281.608901
8,13,281.687029
9,12,281.740425
7,14,281.809427
10,11,281.856308
5,16,281.925319
7,14,282.003438
3,18,282.072457
10,11,282.141473
9,12,282.191081
5,16,282.257102
3,18,282.325711
5,16,282.403831
7,14,282.457219
13,8,282.504091
9,12,282.557485
8,13,282.626509
8,13,282.689002
2,19,282.769153
3,18,282.842676
8,13,282.889548
3,18,282.958558
6,15,283.011937
3,18,283.090063
12,9,283.127834
6,15,283.190328
7,14,283.243714
4,17,283.306208
8,13,283.34397
4,17,283.412974
8,13,283.459853
6,15,283.513233
8,13,283.560112
10,11,283.591363
6,15,283.660378
7,14,283.745017
6,15,283.845282
-4,16,283.929925
-5,17,284.014553
5,16,284.092681
7,14,284.177327
5,16,284.246337
7,14,284.315348
9,12,284.377855
4,17,284.431246
8,13,284.478117
9,12,284.531511
7,14,284.578381
12,9,284.616143
9,12,284.647401
9,12,284.694271
5,16,284.747665
9,12,284.794536
-11,14,284.847932
6,15,284.910426
7,14,284.948191
8,13,284.995064
14,7,285.017196
13,8,285.064081
9,12,285.11095
6,15,285.164335
10,11,285.195585
10,11,285.264601
5,16,285.349242
4,17,285.433883
5,16,285.534152
12,9,285.565401
4,17,285.634412
9,12,285.696906
6,15,285.750296
-4,16,285.8193
4,17,285.866179
5,16,285.93519
-3,15,285.982062
3,18,286.051075
1,11,286.082325
3,18,286.151338
9,12,286.182586
5,16,286.251604
3,18,286.314098
-8,20,286.38311
2,10,286.420864
9,12,286.467748
3,18,286.536759
2,19,286.614876
5,16,286.668262
9,12,286.715133
8,13,286.752894
7,14,286.799767
6,15,286.853162
11,10,286.884411
7,14,286.937803
7,14,286.984674
4,17,287.053686
2,19,287.122693
8,13,287.153952
7,14,287.200824
4,17,287.269837
-6,18,287.323215
4,17,287.385716
5,16,287.439109
9,12,287.485983
7,14,287.539378
7,14,287.586245
-5,17,287.639642
-8,20,287.717758
9,12,287.755527
4,17,287.81802
6,15,287.871412
8,13,287.918281
14,7,287.940423
7,14,287.987295
6,15,288.040689
6,15,288.087561
-7,19,288.156575
12,9,288.187825
-14,17,288.241212
4,17,288.303705
8,13,288.357095
6,15,288.403966
6,15,288.457357
8,13,288.504226
10,11,288.541996
14,7,288.573243
-5,17,288.642254
6,15,288.70475
-9,21,288.773763
8,13,288.827143
9,12,288.858405
-1,13,288.905275
8,13,288.943037
7,14,288.989904
8,13,289.04329
12,9,289.074538
8,13,289.127918
12,9,289.159177
4,17,289.206046
9,12,289.259432
6,15,289.306304
8,13,289.359697
7,14,289.406568
4,17,289.491206
11,10,289.522451
5,16,289.575838
10,11,289.607086
7,14,289.660484
4,17,289.729489
11,10,289.760744
9,12,289.791992
6,15,289.845382
3,18,289.907877
5,16,289.961263
5,16,290.030274
12,9,290.061531
10,11,290.093293
4,17,290.146191
14,7,290.17744
4,17,290.24645
4,17,290.308945
9,12,290.346721
-5,17,290.409209
6,15,290.462595
3,18,290.525091
7,14,290.562856
12,9,290.594106
5,16,290.663117
10,11,290.709991
9,12,290.747762
3,18,290.82588
-7,19,290.879274
6,15,290.932656
11,10,290.963911
6,15,291.026407
8,13,291.064174
11,10,291.111042
9,12,291.148806
8,13,291.195677
6,15,291.249072
5,16,291.311569
3,18,291.364962
7,14,291.411834
8,13,291.465224
9,12,291.512095
4,17,291.565486
5,16,291.627981
5,16,291.681371
11,10,291.712622
3,18,291.781632
8,13,291.83501
8,13,291.881892
6,15,291.935269
-3,15,291.982147
3,18,292.03553
9,12,292.082411
4,17,292.135793
8,13,292.182674
9,12,292.236053
9,12,292.267309
6,15,292.329803
10,11,292.36757
8,13,292.414445
10,11,292.452207
5,16,292.499078
8,13,292.552469
8,13,292.599342
8,13,292.637104
10,11,292.68399
7,14,292.737374
5,16,292.787919
4,17,292.85293
6,15,292.8998
7,14,292.95319
10,11,293.00006
9,12,293.037816
8,13,293.084696
7,14,293.131567
6,15,293.184958
-7,19,293.253969
0,12,293.285218
7,14,293.338605
7,14,293.401108
5,16,293.454495
5,16,293.516991
-5,17,293.586007
9,12,293.617258
9,12,293.675144
6,15,293.722015
-2,14,293.770401
6,15,293.832898
11,10,293.855039
5,16,293.917534
10,11,293.970927
7,14,294.017796
11,10,294.055563
5,16,294.102435
9,12,294.155836
10,11,294.187083
-2,14,294.240464
9,12,294.287348
6,15,294.340729
12,9,294.371987
-1,22,294.440992
3,18,294.503498
3,18,294.572512
6,15,294.619385
11,10,294.657152
5,16,294.719648
7,14,294.773037
4,17,294.819909
5,16,294.873297
10,11,294.920167
6,15,294.973559
8,13,295.020431
5,16,295.073824
7,14,295.120693
9,12,295.174087
7,14,295.220958
8,13,295.258721
4,17,295.343362
10,11,295.374619
8,13,295.421492
6,15,295.474877
6,15,295.537372
11,10,295.559518
9,12,295.606387
10,11,295.64415
8,13,295.691031
5,16,295.744417
12,9,295.775672
11,10,295.822544
8,13,295.86031
10,11,295.891559
8,13,295.944942
11,10,295.99182
10,11,296.023071
8,13,296.076456
9,12,296.138954
8,13,296.192348
7,14,296.24573
9,12,296.308235
7,14,296.361625
-1,13,296.42412
9,12,296.461887
4,17,296.546518
11,10,296.609027
6,15,296.693666
4,17,296.762681
3,18,296.847315
7,14,296.894197
4,17,296.947573
10,11,296.994458
6,15,297.063472
8,13,297.125971
12,9,297.163735
8,13,297.210607
10,11,297.263996
7,14,297.326493
11,10,297.364254
5,16,297.442374
6,15,297.495763
0,12,297.549151
10,11,297.596032
