#{"t_start": 1575120695.6702447, "env_id": "Taxi-v3"}
r,l,t 
7,14,466.540016
5,16,466.60902
9,12,466.64027
11,10,466.671516
8,13,466.724908
4,17,466.79391
2,19,466.856413
7,14,466.894171
-13,16,466.956675
0,12,466.99443
6,15,467.056933
11,10,467.088181
4,17,467.141566
9,12,467.194951
11,10,467.22621
3,18,467.295216
10,11,467.342096
-5,17,467.395486
9,12,467.458002
9,12,467.495748
-7,19,467.558251
12,9,467.596007
5,16,467.642887
9,12,467.68976
11,10,467.727527
9,12,467.758774
9,12,467.812168
4,17,467.859041
8,13,467.912424
6,15,467.959296
-6,18,468.028306
7,14,468.075178
4,17,468.128565
6,15,468.175436
2,19,468.24445
8,13,468.297832
13,8,468.32909
5,16,468.375962
-3,15,468.444968
4,17,468.513978
6,15,468.560854
3,9,468.598607
4,17,468.645486
6,15,468.698872
10,11,468.730127
10,11,468.776999
8,13,468.814765
7,14,468.877261
8,13,468.930699
0,21,468.999701
7,14,469.046579
13,8,469.077826
15,6,469.099962
6,15,469.146842
4,17,469.215857
-12,15,469.262731
5,16,469.33174
10,11,469.362988
3,18,469.432011
4,17,469.501007
9,12,469.547884
8,13,469.601267
6,15,469.663775
11,10,469.701538
8,13,469.748421
6,15,469.801798
6,15,469.848677
11,10,469.879926
6,15,469.933313
5,16,469.995811
6,15,470.049202
3,18,470.102585
-2,14,470.165089
7,14,470.202851
6,15,470.265356
6,15,470.31875
14,7,470.349994
11,10,470.381242
8,13,470.434639
3,18,470.519311
12,9,470.550558
11,10,470.581806
8,13,470.635193
3,18,470.69769
12,9,470.719835
9,12,470.766704
11,10,470.80446
2,10,470.83572
10,11,470.882589
8,13,470.92035
6,15,470.982846
7,14,471.036233
9,12,471.083104
9,12,471.120878
-5,17,471.183374
9,12,471.221139
-4,16,471.283633
4,17,471.352647
5,16,471.406027
4,17,471.468535
-3,15,471.506289
6,15,471.568794
9,12,471.60655
-24,18,471.669053
12,9,471.706812
8,13,471.75369
10,11,471.784938
9,12,471.822707
4,17,471.885203
4,17,471.938594
5,16,472.023241
4,17,472.085733
3,18,472.170377
6,15,472.25501
8,13,472.324027
4,17,472.386524
12,9,472.424297
8,13,472.486792
9,12,472.555821
12,9,472.602694
-15,18,472.68734
12,9,472.725116
10,11,472.771983
12,9,472.809737
8,13,472.877224
7,14,472.925254
10,11,472.972122
-4,16,473.041142
10,11,473.088012
-6,18,473.172655
7,14,473.257311
10,11,473.310693
4,17,473.388828
4,17,473.457839
4,17,473.526849
7,14,473.589347
6,15,473.658357
8,13,473.711744
8,13,473.774248
7,14,473.830396
-8,20,473.88864
4,17,473.951953
11,10,473.998833
10,11,474.043602
8,13,474.090478
13,8,474.128248
8,13,474.175116
10,11,474.228517
8,13,474.291012
3,18,474.37571
11,10,474.413413
3,18,474.49154
5,16,474.544936
4,17,474.607432
10,11,474.645195
5,16,474.707691
13,8,474.729829
7,14,474.7767
5,16,474.830091
9,12,474.876964
4,17,474.930355
10,11,474.977225
4,17,475.030611
4,17,475.093108
9,12,475.130876
6,15,475.177748
11,10,475.215507
11,10,475.26239
10,11,475.293637
-3,15,475.347026
4,17,475.416033
6,15,475.462912
11,10,475.509785
9,12,475.547549
7,14,475.59442
7,14,475.64781
10,11,475.679058
11,10,475.716817
14,7,475.748072
8,13,475.794944
-6,18,475.848331
7,14,475.895203
9,12,475.948595
9,12,475.979846
5,16,476.048855
11,10,476.080101
5,16,476.133494
10,11,476.164742
6,15,476.21812
8,13,476.265
6,15,476.318382
1,20,476.396513
7,14,476.434278
7,14,476.496778
-1,13,476.534546
9,12,476.581416
11,10,476.619173
4,17,476.666052
10,11,476.719432
10,11,476.750685
6,15,476.797557
-9,12,476.83532
10,11,476.882195
4,17,476.935589
12,9,476.966836
8,13,477.020216
8,13,477.067093
7,14,477.113969
6,15,477.167356
9,12,477.198606
4,17,477.267625
5,16,477.321005
11,10,477.35226
-1,13,477.399132
10,11,477.436896
11,10,477.483768
-2,14,477.521531
6,15,477.584034
5,16,477.637456
5,16,477.699955
8,13,477.753365
7,14,477.800236
13,8,477.82237
13,8,477.853628
5,16,477.910089
7,14,477.96948
2,19,478.022858
9,12,478.069737
3,18,478.12313
8,13,478.17001
4,17,478.239023
7,14,478.285897
8,13,478.323653
1,11,478.354913
3,18,478.423914
7,14,478.4708
8,13,478.524179
8,13,478.571061
-2,14,478.617929
9,12,478.655695
6,15,478.702564
-4,16,478.755954
8,13,478.802826
-5,17,478.871845
-1,13,478.925222
1,20,478.98773
10,11,479.025486
11,10,479.05674
9,12,479.103619
6,15,479.157006
4,17,479.2195
12,9,479.241642
10,11,479.288512
7,14,479.341903
8,13,479.388777
-3,15,479.442168
5,16,479.489036
15,6,479.520289
3,18,479.573676
5,16,479.627054
9,12,479.673934
7,14,479.727315
6,15,479.774197
4,17,479.827583
3,18,479.890088
4,17,479.959099
4,17,480.005971
7,14,480.05936
8,13,480.106232
9,12,480.143992
9,12,480.190865
8,13,480.228623
10,11,480.259879
0,12,480.30675
3,18,480.375762
4,17,480.429142
8,13,480.476026
5,16,480.529411
8,13,480.576293
4,17,480.64531
3,18,480.707803
6,15,480.761194
7,14,480.808067
9,12,480.845838
11,10,480.877089
7,14,480.930469
14,7,480.946104
-11,14,480.992976
3,18,481.06199
12,9,481.093234
7,14,481.130991
8,13,481.177873
11,10,481.224745
10,11,481.246883
8,13,481.325004
10,11,481.362772
0,12,481.409642
6,15,481.463026
9,12,481.509901
4,17,481.563283
9,12,481.610155
7,14,481.663542
8,13,481.71244
5,16,481.763823
14,7,481.795074
13,8,481.826325
7,14,481.864089
5,16,481.926585
9,12,481.964348
3,18,482.026844
8,13,482.064611
14,7,482.09586
11,10,482.133629
-2,14,482.180508
7,14,482.22738
8,13,482.265144
5,16,482.334152
5,16,482.38103
10,11,482.434412
4,17,482.496918
4,17,482.565935
-1,13,482.628439
9,12,482.681838
2,19,482.766469
9,12,482.813341
12,9,482.867182
7,14,482.926224
10,11,482.951363
4,17,483.013858
3,18,483.082871
3,18,483.13625
8,13,483.183129
7,14,483.236515
-1,13,483.299018
13,8,483.330267
5,16,483.383653
3,18,483.437037
7,14,483.499542
8,13,483.537298
8,13,483.584177
9,12,483.637558
6,15,483.684438
9,12,483.731309
-6,18,483.800328
6,15,483.853718
7,14,483.900586
7,14,483.938341
9,12,483.985219
7,14,484.038603
5,16,484.085482
7,14,484.138865
-3,15,484.185744
3,18,484.254754
7,14,484.301626
-1,13,484.339382
9,12,484.386263
7,14,484.433132
8,13,484.48652
8,13,484.533395
9,12,484.586782
12,9,484.618035
3,18,484.687042
5,16,484.740425
9,12,484.787307
3,18,484.840684
1,11,484.887563
-5,17,484.940946
11,10,484.987826
4,17,485.041204
8,13,485.088084
9,12,485.11933
11,10,485.157095
9,12,485.203967
6,15,485.257352
2,19,485.319847
6,15,485.37324
9,12,485.404486
5,16,485.4735
9,12,485.504745
6,15,485.558132
5,16,485.605005
11,10,485.642773
10,11,485.689653
5,16,485.743033
3,18,485.805538
9,12,485.843294
2,10,485.874547
8,13,485.923905
4,17,485.974797
6,15,486.02167
12,9,486.059432
8,13,486.106303
10,11,486.144062
14,7,486.175316
11,10,486.206564
8,13,486.24432
6,15,486.291199
4,17,486.360226
11,10,486.391472
7,14,486.44485
13,8,486.476105
5,16,486.522979
8,13,486.576369
10,11,486.607616
10,11,486.645376
5,16,486.707881
15,6,486.723502
7,14,486.776895
7,14,486.823768
-5,17,486.877154
8,13,486.924027
9,12,486.961792
10,11,486.99304
8,13,487.046419
10,11,487.077677
9,12,487.124552
10,11,487.162311
5,16,487.209184
3,18,487.293855
8,13,487.340728
9,12,487.378495
10,11,487.409743
11,10,487.447497
14,7,487.463127
-3,15,487.525624
4,17,487.579012
10,11,487.625881
2,19,487.679272
5,16,487.748277
6,15,487.795158
14,7,487.826403
3,18,487.879799
9,12,487.926671
7,14,487.964432
7,14,488.026934
9,12,488.080323
10,11,488.127196
4,17,488.211836
8,13,488.296475
6,15,488.365489
9,12,488.427986
5,16,488.497003
-6,18,488.581639
-7,19,488.666281
13,8,488.713155
6,15,488.782169
3,9,488.813421
-2,14,488.882432
7,14,488.951436
4,17,489.01394
8,13,489.082959
6,15,489.15197
2,19,489.230103
6,15,489.29913
10,11,489.352508
7,14,489.430637
-7,19,489.515272
5,16,489.584286
10,11,489.63116
5,16,489.715803
8,13,489.769194
10,11,489.816064
4,17,489.869397
8,13,489.91627
13,8,489.947516
-15,18,490.009464
10,11,490.054221
3,18,490.132357
14,7,490.154487
13,8,490.201381
4,17,490.270384
8,13,490.332883
8,13,490.386282
11,10,490.433148
8,13,490.470911
2,19,490.549037
11,10,490.586812
8,13,490.618059
15,6,490.649308
-1,13,490.687072
10,11,490.733944
9,12,490.771706
-4,16,490.834201
1,20,490.903214
8,13,490.950085
-5,17,491.003482
9,12,491.050346
4,17,491.103735
9,12,491.134983
7,14,491.18837
11,10,491.21962
3,18,491.288636
10,11,491.31988
8,13,491.373266
6,15,491.420137
7,14,491.47353
7,14,491.520401
9,12,491.558161
10,11,491.605042
5,16,491.658423
10,11,491.689681
6,15,491.73655
13,8,491.774314
12,9,491.805565
11,10,491.836809
6,15,491.890201
4,17,491.952697
1,20,492.02171
7,14,492.059473
4,17,492.121979
2,10,492.159734
10,11,492.190989
11,10,492.222238
10,11,492.259993
5,16,492.322497
6,15,492.375886
4,17,492.438383
5,16,492.491774
9,12,492.538645
5,16,492.592036
4,17,492.661045
-7,19,492.72355
10,11,492.761307
7,14,492.808187
-4,16,492.861571
7,14,492.911917
8,13,492.961801
8,13,493.00868
3,18,493.07769
7,14,493.124563
1,20,493.193575
10,11,493.240448
4,17,493.293835
3,18,493.362841
2,19,493.425349
9,12,493.463105
7,14,493.509983
5,16,493.563365
3,18,493.641495
8,13,493.679253
9,12,493.726126
10,11,493.763883
8,13,493.810763
5,16,493.864145
11,10,493.8954
7,14,493.942272
10,11,493.980033
2,10,494.026905
2,19,494.080297
5,16,494.142794
9,12,494.180557
3,18,494.243054
5,16,494.296445
5,16,494.365449
9,12,494.396704
8,13,494.443576
12,9,494.481341
12,9,494.512588
3,18,494.565974
2,19,494.644104
5,16,494.697498
15,6,494.71312
9,12,494.759992
7,14,494.797755
5,16,494.860251
6,15,494.91364
5,16,494.967024
8,13,495.013903
11,10,495.045149
7,14,495.098537
3,9,495.114162
9,12,495.167543
9,12,495.198797
6,15,495.261294
4,17,495.314683
9,12,495.361552
-6,18,495.414944
3,18,495.483953
11,10,495.515204
10,11,495.546451
4,17,495.615459
0,12,495.662331
4,17,495.715718
7,14,495.769101
2,19,495.831604
-3,15,495.884991
9,12,495.931864
3,18,495.98526
6,15,496.047756
4,17,496.101148
8,13,496.148021
4,17,496.217034
8,13,496.263907
8,13,496.301673
10,11,496.348545
13,8,496.370679
3,18,496.433182
9,12,496.470941
11,10,496.517819
4,17,496.571201
4,17,496.633706
12,9,496.671462
10,11,496.718339
7,14,496.765212
7,14,496.8186
9,12,496.84985
6,15,496.90325
2,19,496.972258
2,19,497.03476
12,9,497.072516
10,11,497.103776
5,16,497.172781
-1,22,497.250911
11,10,497.273037
4,17,497.335539
9,12,497.388929
13,8,497.40455
4,17,497.473555
11,10,497.520444
10,11,497.551682
3,18,497.620698
7,14,497.674074
-5,17,497.738101
0,12,497.774353
5,16,497.836856
5,16,497.897169
12,9,497.928419
5,16,497.990306
11,10,498.021553
7,14,498.074939
6,15,498.121821
4,17,498.175202
7,14,498.237705
-5,17,498.291092
7,14,498.337963
5,16,498.391366
12,9,498.438239
4,17,498.491628
3,18,498.554124
-8,20,498.623133
7,14,498.676516
8,13,498.723397
7,14,498.776779
13,8,498.808034
3,18,498.877039
13,8,498.892676
4,17,498.955168
10,11,498.992934
6,15,499.039803
8,13,499.093189
9,12,499.140064
14,7,499.155689
4,17,499.224706
9,12,499.255951
7,14,499.309342
10,11,499.356215
6,15,499.409599
7,14,499.456472
5,16,499.509869
15,6,499.541121
8,13,499.594507
7,14,499.641379
11,10,499.679138
11,10,499.726022
-2,14,499.772896
9,12,499.810663
9,12,499.857534
9,12,499.895305
6,15,499.942177
7,14,499.995574
7,14,500.042447
9,12,500.095837
9,12,500.127082
12,9,500.158332
10,11,500.196097
11,10,500.242969
9,12,500.280721
7,14,500.327604
9,12,500.374472
13,8,500.396614
7,14,500.443484
5,16,500.512496
10,11,500.543746
6,15,500.597147
5,16,500.65964
13,8,500.681773
-7,19,500.7599
4,17,500.813285
6,15,500.860161
-6,18,500.929175
9,12,500.97605
-3,15,501.029447
-4,16,501.082826
-5,17,501.145332
4,17,501.198722
11,10,501.229971
7,14,501.28335
9,12,501.33023
6,15,501.377101
3,18,501.430491
5,16,501.483872
3,18,501.546375
10,11,501.584134
7,14,501.631012
-7,19,501.700025
8,13,501.746896
4,17,501.815908
4,17,501.86278
9,12,501.916168
5,16,501.963042
7,14,502.016429
3,18,502.078927
4,17,502.132313
7,14,502.185694
13,8,502.201327
8,13,502.2482
9,12,502.285961
8,13,502.332844
9,12,502.38628
9,12,502.433162
4,17,502.486566
10,11,502.533445
5,16,502.586828
11,10,502.618085
-4,16,502.680583
3,18,502.749598
3,18,502.802983
3,18,502.865479
8,13,502.91887
4,17,502.965745
8,13,503.01913
8,13,503.050381
11,10,503.088134
12,9,503.119389
4,17,503.188394
6,15,503.235273
7,14,503.288652
11,10,503.319907
5,16,503.366779
4,17,503.435796
4,17,503.489177
10,11,503.520436
13,8,503.551681
11,10,503.589444
7,14,503.636323
5,16,503.689708
14,7,503.720967
10,11,503.752216
-11,14,503.805605
12,9,503.836853
3,18,503.890231
3,18,503.952736
9,12,504.006128
10,11,504.053005
7,14,504.122018
5,16,504.191032
10,11,504.237912
11,10,504.291296
9,12,504.369431
9,12,504.422817
13,8,504.454063
4,17,504.523082
8,13,504.592087
6,15,504.654594
8,13,504.707987
8,13,504.770483
4,17,504.839497
9,12,504.892882
-2,14,504.955387
4,17,505.024398
10,11,505.071269
8,13,505.124661
8,13,505.187158
3,18,505.256171
7,14,505.325184
6,15,505.387681
5,16,505.456696
6,15,505.510085
4,17,505.588204
11,10,505.625969
9,12,505.67284
-4,16,505.757481
6,15,505.804548
9,12,505.851427
1,20,505.914746
10,11,505.977248
-6,18,506.042264
8,13,506.095651
4,17,506.158156
6,15,506.227173
7,14,506.29618
10,11,506.358684
8,13,506.412077
4,17,506.490196
4,17,506.54359
3,18,506.612596
6,15,506.659468
7,14,506.728481
5,16,506.775352
5,16,506.844361
12,9,506.875608
1,20,506.94462
4,17,506.997998
6,15,507.044878
7,14,507.098261
2,19,507.160767
12,9,507.192014
9,12,507.22978
6,15,507.292277
3,18,507.361287
11,10,507.399045
10,11,507.430302
6,15,507.492798
7,14,507.530567
9,12,507.577443
10,11,507.61521
7,14,507.677705
7,14,507.731101
9,12,507.793596
11,10,507.831377
7,14,507.90038
11,10,507.947259
6,15,508.000645
9,12,508.0319
8,13,508.078775
7,14,508.132158
7,14,508.179029
10,11,508.216813
6,15,508.26368
7,14,508.33269
4,17,508.401693
9,12,508.448571
3,18,508.517584
6,15,508.580082
4,17,508.649093
10,11,508.702474
4,17,508.764985
3,18,508.833994
4,17,508.896492
15,6,508.918633
9,12,508.949881
4,17,509.018898
12,9,509.050142
11,10,509.097014
9,12,509.134783
5,16,509.203787
7,14,509.250665
-2,14,509.30405
-5,17,509.366555
9,12,509.419946
7,14,509.482442
8,13,509.551457
5,16,509.620473
10,11,509.651719
6,15,509.705101
15,6,509.73636
9,12,509.76761
6,15,509.820996
14,7,509.852243
-6,18,509.905623
13,8,509.936881
13,8,509.968128
8,13,510.005889
4,17,510.068393
11,10,510.106148
9,12,510.153031
2,10,510.184283
-2,14,510.237666
8,13,510.28454
8,13,510.322306
9,12,510.369175
10,11,510.40693
6,15,510.469433
8,13,510.507194
-2,14,510.554074
6,15,510.607453
10,11,510.654332
9,12,510.68558
10,11,510.723344
-7,19,510.801464
8,13,510.839226
7,14,510.886099
8,13,510.939485
11,10,510.97073
5,16,511.024125
11,10,511.055374
2,19,511.140014
13,8,511.171256
1,11,511.22465
2,19,511.287146
7,14,511.340538
6,15,511.387412
4,17,511.440801
8,13,511.487673
11,10,511.525435
7,14,511.572307
9,12,511.610068
8,13,511.656948
14,7,511.688195
7,14,511.725964
8,13,511.772832
7,14,511.826224
3,18,511.88872
8,13,511.942111
3,18,512.004611
5,16,512.058001
5,16,512.111387
4,17,512.17389
7,14,512.227279
15,6,512.242904
8,13,512.289774
6,15,512.343165
8,13,512.39004
8,13,512.427802
9,12,512.474673
8,13,512.512441
8,13,512.559322
10,11,512.606192
11,10,512.643966
8,13,512.706449
3,18,512.775463
4,17,512.82885
8,13,512.875723
4,17,512.928781
5,16,512.991276
3,18,513.060286
11,10,513.091533
-12,15,513.144926
12,9,513.176177
8,13,513.229565
2,10,513.260811
9,12,513.307686
6,15,513.345453
12,9,513.3767
-8,20,513.461337
7,14,513.50821
12,9,513.530349
13,8,513.561597
-5,17,513.630609
5,16,513.679503
5,16,513.746513
7,14,513.809008
10,11,513.846775
4,17,513.915778
7,14,513.962656
14,7,513.978281
13,8,514.01604
3,18,514.078542
7,14,514.131929
6,15,514.1788
10,11,514.216559
5,16,514.279062
5,16,514.332457
7,14,514.394953
4,17,514.448346
8,13,514.510843
7,14,514.564242
7,14,514.633254
10,11,514.664502
9,12,514.717881
6,15,514.764761
9,12,514.811633
11,10,514.849401
7,14,514.896274
5,16,514.94966
6,15,515.012156
6,15,515.065545
9,12,515.096793
5,16,515.165807
10,11,515.197054
7,14,515.250443
12,9,515.297314
11,10,515.335088
10,11,515.381961
7,14,515.435363
-1,13,515.48223
6,15,515.535617
13,8,515.566865
5,16,515.620245
5,16,515.682753
1,20,515.751764
7,14,515.798636
4,17,515.867654
5,16,515.921032
3,18,515.983539
9,12,516.021295
6,15,516.083796
9,12,516.12155
5,16,516.184054
-10,22,516.268693
9,12,516.337716
8,13,516.384585
7,14,516.437973
12,9,516.469224
6,15,516.55389
11,10,516.585143
7,14,516.654152
4,17,516.738553
9,12,516.801048
7,14,516.870078
6,15,516.923445
6,15,517.001572
6,15,517.070633
7,14,517.139648
-3,15,517.217767
5,16,517.28678
8,13,517.355796
7,14,517.418288
9,12,517.471675
2,19,517.556316
11,10,517.603189
7,14,517.65658
3,18,517.741219
13,8,517.788086
7,14,517.841483
4,17,517.925978
-3,15,517.988485
12,9,518.01973
9,12,518.066742
5,16,518.126129
7,14,518.188632
8,13,518.242019
7,14,518.28889
8,13,518.342284
3,18,518.404776
12,9,518.42691
3,18,518.505036
6,15,518.558423
8,13,518.605295
7,14,518.658693
6,15,518.721188
9,12,518.758949
9,12,518.805823
-5,17,518.859207
7,14,518.906078
3,18,518.990719
13,8,519.021965
7,14,519.059731
-16,19,519.144373
10,11,519.175621
9,12,519.222492
7,14,519.275882
-13,16,519.329262
4,17,519.391773
7,14,519.445163
5,16,519.507662
7,14,519.545426
-6,18,519.623546
10,11,519.661312
7,14,519.708183
6,15,519.761574
11,10,519.792821
4,17,519.861839
-5,17,519.924335
8,13,519.962098
8,13,520.008971
6,15,520.077993
9,12,520.131369
10,11,520.193878
8,13,520.247264
7,14,520.325384
5,16,520.410028
11,10,520.447788
15,6,520.47904
8,13,520.532421
7,14,520.594924
7,14,520.663946
8,13,520.72644
7,14,520.77983
9,12,520.83321
8,13,520.895713
6,15,520.964727
3,18,521.064988
8,13,521.133993
10,11,521.1965
-3,15,521.265528
11,10,521.296774
-7,19,521.397032
10,11,521.434791
8,13,521.497301
8,13,521.550689
9,12,521.613183
4,17,521.682193
6,15,521.751208
5,16,521.829327
5,16,521.898344
12,9,521.930768
6,15,521.982657
8,13,522.029531
6,15,522.087977
-7,19,522.167612
4,17,522.236615
4,17,522.314744
12,9,522.352508
7,14,522.430629
6,15,522.499646
6,15,522.553037
2,19,522.63116
-2,14,522.668936
10,11,522.715804
4,17,522.769194
1,20,522.853836
4,17,522.912505
3,18,522.985022
7,14,523.038411
10,11,523.085294
7,14,523.138673
6,15,523.185552
-7,19,523.254564
10,11,523.285812
10,11,523.332683
3,18,523.401699
-6,18,523.455085
4,17,523.51758
11,10,523.555351
14,7,523.586598
7,14,523.639985
6,15,523.686868
7,14,523.755893
3,18,523.818388
8,13,523.871795
8,13,523.918667
7,14,523.972064
6,15,524.018935
11,10,524.056702
10,11,524.103576
7,14,524.141331
9,12,524.188211
10,11,524.235081
3,18,524.288467
9,12,524.341846
5,16,524.388724
10,11,524.442104
4,17,524.488982
9,12,524.542364
10,11,524.57362
9,12,524.620491
8,13,524.673882
4,17,524.736378
7,14,524.774141
12,9,524.805389
3,18,524.874418
6,15,524.936914
7,14,524.974679
-6,18,525.043687
6,15,525.090566
9,12,525.143945
3,18,525.206455
9,12,525.244202
9,12,525.291082
7,14,525.337954
5,16,525.39134
1,20,525.460351
4,17,525.522845
8,13,525.560608
10,11,525.607483
11,10,525.638728
8,13,525.676496
8,13,525.723372
11,10,525.761132
5,16,525.82363
7,14,525.861395
11,10,525.908268
4,17,525.961652
11,10,525.992903
8,13,526.046279
15,6,526.061913
8,13,526.108782
-6,18,526.177794
4,17,526.246803
12,9,526.278058
12,9,526.309305
7,14,526.347062
8,13,526.393941
-4,16,526.447326
9,12,526.494205
6,15,526.547589
6,15,526.610092
14,7,526.625716
9,12,526.663476
11,10,526.710348
2,19,526.763741
6,15,526.826232
2,19,526.879622
5,16,526.948626
4,17,526.995507
5,16,527.048886
9,12,527.095768
12,9,527.127013
9,12,527.164779
11,10,527.196031
6,15,527.249411
5,16,527.327542
8,13,527.365311
7,14,527.427809
8,13,527.465578
4,17,527.528069
-7,19,527.597079
3,18,527.666092
4,17,527.712964
5,16,527.81323
13,8,527.844478
8,13,527.882245
8,13,527.929118
6,15,527.982508
10,11,528.013757
9,12,528.051522
13,8,528.082777
8,13,528.129652
4,17,528.198671
2,19,528.267675
9,12,528.298924
9,12,528.345792
12,9,528.367934
7,14,528.43043
11,10,528.452563
-4,16,528.515065
-1,13,528.552821
6,15,528.615324
5,16,528.684349
6,15,528.731219
10,11,528.768984
-6,18,528.831479
8,13,528.884871
4,17,528.931743
12,9,528.969509
3,18,529.032006
14,7,529.05414
9,12,529.101021
6,15,529.154403
10,11,529.185658
13,8,529.216905
7,14,529.270294
-1,13,529.317166
-1,22,529.386178
6,15,529.433048
12,9,529.486438
5,16,529.533309
3,18,529.61795
9,12,529.655708
3,18,529.718212
6,15,529.774115
4,17,529.836621
8,13,529.871882
10,11,529.918752
5,16,529.972143
10,11,530.00339
5,16,530.056774
9,12,530.103652
5,16,530.157032
3,18,530.219535
15,6,530.235159
8,13,530.288546
6,15,530.335418
0,12,530.373184
7,14,530.435679
5,16,530.489067
14,7,530.504694
7,14,530.558078
3,18,530.620587
1,11,530.658339
11,10,530.689597
6,15,530.75209
-2,14,530.789861
3,18,530.858866
4,17,530.921368
6,15,530.974765
8,13,531.021633
5,16,531.075026
11,10,531.106278
4,17,531.15966
-2,14,531.206545
1,20,531.275556
6,15,531.322427
9,12,531.375815
10,11,531.407063
8,13,531.46044
-2,14,531.50732
-18,39,531.638825
9,12,531.676592
8,13,531.723465
8,13,531.77685
5,16,531.823723
7,14,531.877108
5,16,531.939604
7,14,531.977368
9,12,532.024239
7,14,532.061999
12,9,532.093254
10,11,532.140126
6,15,532.193511
6,15,532.240382
4,17,532.29377
-6,18,532.362782
-4,16,532.425286
10,11,532.46305
10,11,532.494305
10,11,532.541176
8,13,532.578939
8,13,532.625813
11,10,532.663573
4,17,532.71046
8,13,532.763839
4,17,532.826341
8,13,532.8641
-5,17,532.926613
7,14,532.964362
5,16,533.02687
12,9,533.064631
9,12,533.095887
10,11,533.142758
9,12,533.22742
5,16,533.296438
4,17,533.343308
4,17,533.412328
7,14,533.465705
5,16,533.512583
8,13,533.565967
6,15,533.628473
5,16,533.681864
5,16,533.744361
9,12,533.782119
5,16,533.828991
-4,16,533.882378
4,17,533.944877
2,19,534.013885
6,15,534.067261
5,16,534.129764
7,14,534.167519
6,15,534.230023
3,18,534.283412
-7,19,534.345906
7,14,534.399298
4,17,534.461794
4,17,534.51518
5,16,534.568561
6,15,534.631066
2,19,534.700083
6,15,534.746955
-8,20,534.815964
9,12,534.862836
5,16,534.916222
9,12,534.94747
9,12,534.98524
-8,20,535.063358
6,15,535.116748
4,17,535.17013
11,10,535.201385
7,14,535.248256
7,14,535.317269
6,15,535.370649
6,15,535.417528
11,10,535.448778
1,20,535.517787
4,17,535.586798
11,10,535.618046
7,14,535.671425
7,14,535.718303
5,16,535.771684
6,15,535.818563
8,13,535.865438
11,10,535.903201
6,15,535.950075
2,19,536.050335
5,16,536.119348
8,13,536.172733
7,14,536.236984
6,15,536.304
7,14,536.38864
10,11,536.451135
13,8,536.488904
10,11,536.535774
9,12,536.589169
6,15,536.65167
8,13,536.720679
5,16,536.789703
7,14,536.852196
8,13,536.905591
3,18,536.974597
7,14,537.037106
7,14,537.090507
12,9,537.137373
9,12,537.190768
9,12,537.237639
10,11,537.291034
-7,19,537.375661
3,18,537.469412
11,10,537.507184
-6,18,537.576192
5,16,537.654321
8,13,537.707715
11,10,537.754584
9,12,537.80798
7,14,537.85842
9,12,537.911293
12,9,537.928047
5,16,537.992093
4,17,538.076724
12,9,538.107983
11,10,538.139227
11,10,538.192617
6,15,538.255115
5,16,538.339763
9,12,538.393156
4,17,538.471277
8,13,538.524674
12,9,538.555918
4,17,538.609307
11,10,538.65618
-5,17,538.709568
10,11,538.75644
9,12,538.794204
11,10,538.825458
2,10,538.856701
4,17,538.925712
11,10,538.956965
5,16,539.010359
10,11,539.041607
2,19,539.126251
4,17,539.179637
11,10,539.226521
6,15,539.279901
15,6,539.295532
11,10,539.32678
3,18,539.395795
13,8,539.427043
1,11,539.473915
7,14,539.511682
12,9,539.542928
6,15,539.596315
5,16,539.658811
7,14,539.712197
10,11,539.743446
9,12,539.796834
5,16,539.843703
5,16,539.897093
7,14,539.959588
8,13,539.997353
3,18,540.059848
4,17,540.128862
-2,14,540.182243
-8,20,540.244748
10,11,540.282504
8,13,540.329384
12,9,540.360632
6,15,540.414022
8,13,540.460895
5,16,540.514285
-5,17,540.583286
-2,14,540.630169
4,17,540.683554
12,9,540.714812
2,19,540.783823
3,18,540.846326
4,17,540.899715
6,15,540.962213
4,17,541.015607
7,14,541.062481
5,16,541.115866
2,19,541.184872
8,13,541.231755
8,13,541.278624
12,9,541.300772
8,13,541.347642
7,14,541.401035
7,14,541.4479
8,13,541.485659
8,13,541.532537
5,16,541.585918
15,6,541.617176
7,14,541.664048
2,19,541.733061
8,13,541.764304
4,17,541.833319
14,7,541.848944
5,16,541.902343
10,11,541.949217
3,18,542.002611
7,14,542.065107
5,16,542.118499
10,11,542.149743
5,16,542.203134
8,13,542.250006
8,13,542.303394
5,16,542.350266
7,14,542.403661
5,16,542.450533
6,15,542.503932
10,11,542.535177
4,17,542.604197
6,15,542.651066
8,13,542.704449
10,11,542.735697
6,15,542.789083
0,12,542.835966
7,14,542.882838
8,13,542.920604
7,14,542.967473
4,17,543.020868
2,19,543.08987
10,11,543.13675
14,7,543.152373
2,19,543.221391
12,9,543.25264
6,15,543.306043
3,18,543.368546
7,14,543.406305
4,17,543.468801
8,13,543.506567
13,8,543.537815
9,12,543.584686
10,11,543.622452
4,17,543.669323
7,14,543.722713
3,18,543.791713
9,12,543.822969
8,13,543.869841
7,14,543.923231
6,15,543.985727
2,19,544.054747
6,15,544.108135
7,14,544.155007
7,14,544.192762
-3,15,544.255265
2,19,544.308651
11,10,544.355523
10,11,544.393279
12,9,544.424535
4,17,544.487031
11,10,544.524799
9,12,544.556047
9,12,544.609447
3,18,544.671946
-7,19,544.740956
14,7,544.772207
3,18,544.825589
8,13,544.872461
7,14,544.925851
